V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
SE	  2.136	  1.373	  2.603	  2.942	  2.666	  2.146	  2.701	  2.908	  1.012	  1.887	  1.127	 -0.506
SW	  1.025	  1.247	  1.736	  2.678	  2.455	  2.101	  1.923	  2.770	   -Inf	  1.224	  1.170	 -0.027
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 73.50	 73.50	 60.00	 60.00	 52.12	 52.12	 59.88	 59.88	 39.75	 45.38	 46.25	 33.00
lon	-26.62	 -8.88	 27.25	 34.00	-11.75	 -8.88	 27.25	 34.00	-27.00	  9.12	 19.50	 45.00
N	 -1.18	 -1.02	  3.66	  5.10	  4.29	  3.59	  3.66	  5.10	  1.18	  1.64	  3.24	  3.06
S	  2.43	  2.26	  1.91	  2.57	  2.84	  2.26	  1.91	  2.57	  0.59	  0.78	  1.92	 -0.53
W	  0.69	  0.69	  4.26	  4.26	  2.94	  2.94	  4.36	  4.36	 -0.48	  2.70	  2.03	  1.45
E	 -0.69	 -0.69	  0.97	  0.97	  2.45	  2.45	  0.95	  0.95	  0.90	  0.71	  0.84	  0.88
NW	  -Inf	  -Inf	  3.52	  4.99	  4.36	  3.87	  3.50	  4.96	  -Inf	  2.71	  1.49	  4.63
NE	  -Inf	  -Inf	  3.75	  4.34	  4.08	  3.87	  3.77	  4.33	  3.70	  3.12	  4.27	  0.20
SE	  3.33	  1.80	  2.28	  2.59	  2.86	  2.35	  2.26	  2.57	  1.00	  1.25	  1.13	 -0.58
SW	  1.28	  2.06	  2.57	  2.61	  2.61	  2.08	  2.55	  2.64	  -Inf	  0.83	  1.96	 -0.20
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 71.250	 73.500	 60.000	 61.125	 51.125	 52.125	 58.875	 59.875	 37.625	 44.250	 46.250	 33.000
lon	-24.000	 -8.875	 27.250	 36.000	-11.250	 -8.875	 27.250	 36.000	-27.000	  9.125	 27.250	 45.000
N	  0.567	 -1.135	  3.648	  4.158	  4.424	  4.343	  3.648	  4.158	  1.170	  2.247	  3.648	  4.030
S	  3.173	  2.571	  2.687	  2.606	  2.988	  2.571	  2.687	  2.606	  0.637	  0.869	  1.309	 -0.556
W	  0.540	  2.814	  4.285	  3.909	  3.008	  3.075	  4.996	  4.384	 -0.643	  1.584	  1.357	  1.312
E	 -0.468	 -2.814	  1.135	  1.343	  2.491	  2.698	  1.075	  1.131	  1.038	  0.485	  0.754	  1.050
NW	  0.698	   -Inf	  3.813	  4.581	  4.408	  4.109	  3.666	  4.560	   -Inf	  2.550	  3.077	  4.467
NE	  0.673	   -Inf	  2.997	  3.984	  4.472	  4.547	  3.024	  4.002	  3.893	  2.850	  3.235	  0.044
SE	  3.982	  1.676	  2.137	  2.924	  3.058	  2.841	  2.235	  2.820	  1.126	  1.039	  1.227	 -0.754
SW	  3.484	  2.233	  4.153	  3.562	  2.973	  2.744	  3.984	  3.295	   -Inf	  1.098	  1.637	 -0.044
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
lat	 71.250	 73.500	 60.000	 61.125	 51.125	 51.000	 51.125	 58.875	 59.875	 37.500	 43.250	 46.250	 33.000
lon	-24.000	 -8.875	 27.250	 36.000	 -9.625	 -9.625	 -8.875	 27.250	 34.000	-27.000	  8.500	 27.250	 45.000
N	  0.984	 -1.042	  3.417	  4.482	  3.474	  3.474	  3.555	  3.417	  4.297	  1.262	  2.351	  3.417	  4.088
S	  3.625	  2.548	  3.474	  2.224	  2.583	  2.583	  2.374	  3.474	  2.641	  0.602	  1.320	  0.799	 -0.046
W	  1.189	  2.039	  3.544	  3.334	  2.657	  2.632	  2.657	  3.764	  3.577	 -0.555	  1.765	  1.424	  1.229
E	 -1.117	 -2.039	  1.436	  1.559	  2.011	  1.951	  2.011	  1.300	  1.408	  1.153	  0.509	  0.837	  1.339
NW	  1.268	   -Inf	  3.853	  4.810	  3.529	  3.492	  3.406	  3.766	  4.705	   -Inf	  2.707	  1.983	  3.129
NE	  0.958	   -Inf	  2.973	  4.177	  3.363	  3.379	  3.485	  3.046	  4.241	  2.838	  2.738	  2.590	 -0.568
SE	  4.163	  2.809	  2.508	  2.661	  2.466	  2.425	  2.472	  2.537	  2.655	  1.453	  0.879	  1.189	 -0.604
SW	  3.473	  2.767	  4.452	  3.700	  2.614	  2.583	  2.410	  4.215	  3.984	   -Inf	  1.226	  1.065	  0.568
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 70.12	 73.50	 60.00	 60.00	 51.00	 51.00	 57.75	 59.88	 36.38	 44.38	 44.25	 33.00
lon	-22.50	 -8.88	 27.25	 34.00	 -9.00	 -8.00	 27.25	 34.00	-27.00	  9.12	 27.25	 45.00
N	  1.37	 -1.38	  2.85	  3.69	  2.92	  3.20	  2.85	  3.69	  1.37	  2.51	  2.85	  3.65
S	  3.46	  2.49	  3.22	  2.84	  2.13	  2.33	  3.22	  2.84	  0.78	  0.67	  0.73	 -0.17
W	  1.77	  1.43	  3.73	  3.73	  2.72	  2.72	  3.58	  3.76	 -0.56	  1.33	  1.46	  1.41
E	 -0.68	 -0.98	  1.55	  1.55	  1.20	  1.20	  1.28	  1.57	  1.57	  0.50	  0.52	  1.52
NW	  1.48	  -Inf	  3.50	  4.35	  3.46	  3.42	  2.89	  4.32	  -Inf	  2.54	  1.30	  2.68
NE	  1.04	  -Inf	  2.50	  3.56	  2.94	  3.35	  3.00	  3.56	  2.32	  2.16	  0.35	 -0.50
SE	  4.12	  3.17	  2.69	  2.78	  2.05	  2.10	  2.66	  2.80	  1.54	  0.79	  0.56	 -0.74
SW	  3.23	  3.38	  3.30	  3.62	  2.42	  2.51	  3.70	  3.61	  -Inf	  1.22	  1.29	  0.50
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
lat	 72.38	 73.50	 60.00	 60.00	 50.00	 51.00	 59.88	 59.88	 40.12	 40.00	 39.88	 44.38	 44.38	 35.25
lon	-15.00	 -8.88	 27.25	 34.00	 -9.00	 -4.75	 27.25	 34.00	-27.00	-27.00	-27.00	  9.12	  9.88	 43.75
N	  0.97	 -0.87	  2.80	  3.93	  2.30	  3.66	  2.80	  3.93	  1.66	  1.66	  1.66	  2.33	  2.65	  3.52
S	  3.56	  2.69	  2.68	  3.02	  1.92	  2.46	  2.68	  3.02	  0.39	  0.39	  0.39	  0.91	  1.11	  0.71
W	  2.03	  2.20	  4.17	  4.17	  2.85	  3.04	  4.18	  4.18	 -0.45	 -0.45	 -0.45	  1.51	  1.51	  1.26
E	  0.31	 -2.08	  1.97	  1.97	  0.68	  0.52	  1.96	  1.96	  1.35	  1.36	  1.37	  0.70	  0.70	  1.33
NW	  1.43	  -Inf	  3.37	  4.67	  2.66	  3.79	  3.14	  4.63	  -Inf	  -Inf	  -Inf	  2.67	  2.57	  2.66
NE	  0.90	  -Inf	  2.65	  3.81	  2.92	  3.49	  2.66	  3.78	  1.55	  1.56	  1.55	  2.45	  2.45	  1.53
SE	  2.83	  2.51	  2.83	  3.03	  1.65	  1.98	  2.83	  3.03	  1.15	  1.16	  1.17	  1.11	  1.16	  0.61
SW	  2.64	  3.81	  2.71	  3.22	  2.30	  2.84	  2.70	  3.20	  -Inf	  -Inf	  -Inf	  1.48	  1.20	  1.07
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
lat	 73.500	 73.500	 73.500	 73.500	 60.000	 61.125	 59.875	 49.875	 59.875	 59.875	 40.875	 44.250	 44.250	 33.000
lon	-10.875	-10.750	-10.625	 -8.875	 27.250	 34.000	-27.000	 -3.125	 27.250	 34.000	-27.000	  9.125	  9.875	 45.000
N	 -0.347	 -0.382	 -0.405	 -0.521	  3.034	  4.563	  1.702	  3.833	  3.034	  4.563	  1.841	  1.992	  2.409	  3.822
S	  2.826	  2.814	  2.814	  2.722	  2.432	  3.150	  3.637	  2.478	  2.432	  3.150	  0.382	  1.147	  0.845	 -0.081
W	  2.854	  2.854	  2.854	  2.854	  4.100	  4.365	 -2.169	  3.432	  4.084	  4.084	 -0.475	  1.762	  1.762	  1.298
E	 -2.854	 -2.854	 -2.854	 -2.854	  2.224	  2.374	  2.169	  0.413	  2.169	  2.169	  1.363	  1.051	  1.051	  1.229
NW	   -Inf	   -Inf	   -Inf	   -Inf	  3.255	  5.103	   -Inf	  3.891	  3.109	  4.948	   -Inf	  3.348	  3.219	  2.348
NE	   -Inf	   -Inf	   -Inf	   -Inf	  3.230	  4.748	  0.177	  3.010	  3.251	  4.541	  1.876	  2.665	  2.887	 -0.275
SE	  2.481	  2.481	  2.470	  2.322	  2.313	  3.114	  4.170	  1.856	  2.318	  3.102	  1.186	  0.899	  0.824	 -0.364
SW	  2.358	  2.377	  2.396	  2.628	  2.993	  3.930	   -Inf	  3.052	  3.003	  4.075	   -Inf	  1.634	  1.431	  0.275
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 73.500	 73.375	 60.000	 61.125	 59.875	 49.875	 59.875	 59.875	 36.500	 44.250	 44.250	 33.000
lon	-10.000	 -8.875	 27.250	 34.000	-27.000	  8.000	 27.250	 34.000	-27.000	  9.125	 12.625	 45.000
N	 -0.174	  0.012	  3.324	  4.494	  2.826	  2.559	  3.324	  4.494	  2.826	  2.351	  1.830	  3.694
S	  3.069	  3.023	  2.548	  3.428	  3.544	  1.262	  2.548	  3.428	  0.278	  1.181	  1.077	 -0.127
W	  3.140	  3.036	  4.030	  4.341	 -0.900	  2.139	  3.969	  3.969	 -1.714	  1.746	  1.746	  1.188
E	 -3.140	 -2.874	  1.853	  2.015	  1.800	  0.629	  1.800	  1.800	  1.729	  0.970	  0.970	  0.980
NW	   -Inf	 -0.290	  3.455	  4.969	   -Inf	  2.400	  3.445	  4.832	   -Inf	  2.871	  2.375	  1.649
NE	   -Inf	  0.323	  3.508	  4.790	  0.846	  2.343	  3.551	  4.541	  1.140	  2.906	  3.779	 -0.453
SE	  2.641	  2.588	  2.326	  2.817	  3.795	  1.038	  2.324	  2.810	  1.199	  0.871	  1.157	 -0.621
SW	  2.806	  2.920	  3.345	  3.867	   -Inf	  1.349	  3.365	  3.800	   -Inf	  1.545	  1.470	  0.453
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 73.50	 73.50	 60.00	 61.12	 59.88	 46.38	 59.88	 59.88	 38.75	 44.38	 43.25	 38.62
lon	-10.00	 -8.88	 27.25	 34.00	-27.00	  9.12	 27.25	 34.00	-27.00	  9.12	 14.00	 45.00
N	 -0.71	 -0.49	  2.42	  3.35	  3.00	  2.25	  2.42	  3.35	  3.00	  2.25	  1.98	  3.83
S	  4.12	  4.16	  2.46	  3.20	  3.17	  0.87	  2.46	  3.20	  0.30	  0.87	  1.22	  0.64
W	  3.79	  3.79	  3.43	  3.36	 -0.53	  2.53	  3.37	  3.39	 -1.87	  1.99	  1.45	  2.06
E	 -3.71	 -3.71	  0.88	  0.82	  0.88	  1.19	  0.88	  0.88	  1.89	  1.26	  1.34	  1.88
NW	  -Inf	  -Inf	  2.95	  3.76	  -Inf	  2.74	  2.88	  3.85	  -Inf	  3.18	  2.42	  2.51
NE	  -Inf	  -Inf	  2.96	  3.67	  1.78	  2.20	  3.00	  3.53	  1.24	  2.51	  3.52	 -0.46
SE	  3.47	  3.24	  2.21	  2.92	  3.60	  0.81	  2.20	  2.85	  1.27	  0.90	  1.02	 -1.31
SW	  2.74	  3.03	  3.18	  3.63	  -Inf	  1.40	  3.18	  3.53	  -Inf	  1.36	  1.14	  1.21
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 73.500	 73.500	 73.500	 61.125	 59.875	 46.375	 59.875	 59.875	 36.500	 44.250	 44.250	 33.000
lon	 -9.000	 -6.750	  9.250	 36.000	-22.000	  9.125	 27.250	 34.000	 -9.000	  9.125	  9.750	 45.000
N	 -0.892	 -0.811	 -0.058	  3.625	  2.710	  2.791	  2.015	  3.347	  1.378	  2.803	  2.791	  3.764
S	  3.984	  3.949	  2.374	  3.173	  3.463	  1.749	  2.224	  3.092	  0.556	  1.749	  1.436	 -0.081
W	  4.078	  4.078	  4.078	  3.238	  0.162	  1.746	  2.908	  2.908	  2.190	  2.150	  2.150	  2.375
E	 -4.078	 -4.078	 -4.078	  0.264	  0.462	  1.410	  0.462	  0.462	  1.181	  1.326	  1.326	  0.773
NW	   -Inf	   -Inf	   -Inf	  3.341	 -1.108	  2.680	  1.930	  3.056	  1.705	  3.292	  3.465	  2.869
NE	   -Inf	   -Inf	   -Inf	  3.429	  1.950	  1.961	  2.858	  3.352	  1.496	  2.350	  2.436	 -0.027
SE	  4.177	  4.132	  2.133	  2.911	  3.478	  1.156	  2.380	  2.890	  0.340	  1.178	  1.019	 -0.107
SW	  4.238	  3.767	  3.497	  2.991	  2.982	  2.047	  2.839	  3.085	  1.578	  2.168	  2.140	  0.027
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	73.500	67.750	67.875	61.125	59.875	59.875	59.875	59.875	36.375	44.250	44.375	33.000
lon	-9.000	 2.500	 9.250	36.000	-9.000	 2.000	27.250	36.000	-9.000	 9.125	11.250	43.750
N	-0.718	 0.510	 0.510	 2.837	 1.865	 0.452	 1.656	 2.837	 1.888	 3.254	 3.081	 3.776
S	 4.030	 3.822	 3.521	 3.046	 3.579	 2.965	 2.247	 3.046	 0.544	 0.996	 0.822	-0.035
W	 4.445	 1.866	 1.845	 2.974	 0.531	 0.854	 2.354	 2.700	 1.856	 2.070	 2.025	 2.348
E	-4.445	-0.887	-0.861	-0.024	-0.208	-0.208	-0.208	-0.208	 1.036	 1.908	 1.896	 0.677
NW	  -Inf	 0.472	-0.133	 2.662	 2.123	 1.711	 1.388	 2.596	 1.496	 3.340	 3.581	 2.007
NE	  -Inf	 1.359	 1.498	 3.549	 1.192	 1.516	 2.335	 3.052	 1.908	 2.483	 2.839	 1.348
SE	 3.697	 4.371	 2.674	 3.002	 3.253	 2.856	 2.360	 3.036	 1.371	 1.007	 0.893	-0.506
SW	 3.304	 3.613	 3.684	 3.024	 3.293	 3.195	 2.611	 2.972	 1.281	 1.396	 1.100	 0.435
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15
lat	73.500	66.750	66.750	61.125	59.875	59.875	59.875	59.875	59.875	59.875	59.875	36.375	43.125	42.125	33.000
lon	-9.000	 7.500	 9.250	36.000	-9.000	 9.125	10.000	36.000	36.125	36.250	36.375	-9.000	 9.125	16.875	45.000
N	-0.672	 1.865	 1.668	 2.826	 1.054	 1.668	 1.702	 2.826	 2.861	 2.895	 2.942	 2.282	 3.544	 3.382	 4.077
S	 3.474	 3.034	 3.266	 3.011	 3.162	 3.231	 3.162	 3.011	 3.023	 3.034	 3.034	 0.394	 0.660	 0.764	-0.232
W	 5.056	 2.963	 2.963	 2.542	 1.154	 1.569	 1.569	 2.400	 2.400	 2.400	 2.400	 1.640	 2.475	 1.562	 1.326
E	-5.056	-0.147	-0.147	-0.024	-0.023	-0.023	-0.023	-0.023	-0.023	-0.023	-0.023	 1.021	 1.365	 1.249	 0.704
NW	  -Inf	 1.453	 1.588	 2.015	 1.193	 1.884	 1.787	 1.810	 1.821	 1.843	 1.864	 1.901	 3.093	 3.508	 1.141
NE	  -Inf	 2.353	 2.591	 3.659	 1.247	 2.201	 2.218	 2.583	 2.483	 2.472	 2.450	 2.031	 2.607	 3.659	-0.053
SE	 3.025	 3.118	 3.123	 2.982	 2.477	 2.911	 2.865	 2.976	 2.999	 3.021	 3.001	 1.661	 0.848	 0.828	-0.382
SW	 2.483	 3.627	 3.571	 3.096	 2.993	 3.064	 3.100	 2.941	 2.941	 2.952	 2.962	 1.091	 0.952	 0.943	 0.053
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16
lat	73.500	66.750	66.750	62.250	59.875	59.875	59.875	59.875	36.375	33.000	41.000	41.000	41.000	41.000	41.000	33.000
lon	-9.000	 7.500	 9.250	38.000	-9.000	 9.125	12.000	38.000	-9.000	-2.500	26.250	26.375	26.500	26.625	26.750	45.000
N	-0.429	 2.108	 1.923	 3.139	-0.429	 1.911	 1.888	 3.139	 2.525	 2.235	 2.015	 2.015	 2.015	 2.004	 1.992	 4.077
S	 2.525	 3.463	 3.799	 2.455	 2.444	 3.729	 3.776	 2.455	 0.232	-0.788	 0.857	 0.822	 0.799	 0.776	 0.788	-0.591
W	 4.445	 4.107	 4.107	 2.885	 1.131	 3.300	 3.300	 3.300	 1.381	 0.939	 1.565	 1.565	 1.565	 1.565	 1.565	 1.243
E	-4.445	 0.440	 0.440	 0.099	-0.115	-0.115	-0.115	-0.115	 0.906	 0.939	 1.274	 1.274	 1.274	 1.274	 1.274	 0.939
NW	  -Inf	 2.029	 2.154	 2.147	 0.479	 1.412	 1.952	 1.811	 1.967	 2.414	 1.823	 1.796	 1.769	 1.751	 1.724	 1.526
NE	  -Inf	 2.527	 2.672	 3.067	 1.715	 2.671	 2.515	 0.638	 2.317	 2.589	 1.445	 1.463	 1.472	 1.499	 1.480	 0.382
SE	 2.627	 2.982	 2.941	 2.664	 1.904	 3.217	 3.136	 2.522	-0.063	-0.746	 0.637	 0.664	 0.691	 0.718	 0.745	-0.506
SW	 2.655	 3.672	 3.561	 2.458	 2.682	 4.157	 4.249	 2.530	 0.875	-0.479	 1.487	 1.440	 1.385	 1.348	 1.302	-0.382
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
lat	73.500	67.875	67.750	64.500	59.875	59.875	58.875	59.875	36.625	36.500	33.000	39.750	33.000
lon	-9.000	 7.500	 9.250	36.000	-9.000	 9.125	18.750	40.000	-9.000	-9.000	-3.750	23.750	45.000
N	-0.429	 1.865	 1.992	 3.115	-0.429	 1.992	 2.351	 3.671	 2.965	 2.965	 2.733	 2.212	 3.880
S	 2.015	 3.231	 3.451	 2.050	 2.015	 3.440	 4.378	 2.316	 0.185	 0.185	-1.343	 1.286	-0.811
W	 5.505	 3.567	 3.548	 3.255	 0.715	 2.977	 3.204	 3.000	 1.616	 1.614	 1.146	 1.883	 1.409
E	-5.505	 0.154	 0.184	 0.161	-0.069	-0.069	-0.022	-0.069	 1.544	 1.527	 0.829	 1.145	 0.829
NW	  -Inf	 1.843	 2.039	 2.051	 0.735	 1.233	 1.827	 1.909	 2.325	 2.316	 2.608	 2.328	 2.262
NE	  -Inf	 2.450	 2.628	 3.843	 1.938	 2.617	 2.538	 0.810	 2.506	 2.497	 2.902	 0.891	 0.293
SE	 2.267	 4.372	 3.969	 2.393	 1.519	 3.293	 3.783	 2.314	 0.198	 0.171	-1.633	 0.915	-0.905
SW	 2.226	 2.988	 3.296	 2.547	 1.923	 3.667	 4.190	 2.201	 0.782	 0.764	-0.426	 1.277	-0.293
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
lat	73.500	67.875	67.875	67.875	67.875	67.875	67.875	65.625	65.500	59.875	58.875	57.750	57.750	35.250	34.250	38.750	45.500
lon	-9.000	 7.625	 7.750	 7.875	 8.000	 8.125	 9.250	36.000	36.000	-9.000	 9.125	20.625	27.375	-9.000	-6.250	25.000	40.750
N	-0.023	 2.282	 2.293	 2.293	 2.316	 2.305	 2.386	 3.359	 3.359	-0.023	 2.386	 3.115	 2.502	 2.328	 2.339	 2.467	 3.486
S	 2.270	 3.266	 3.254	 3.243	 3.243	 3.231	 3.046	 1.957	 1.957	 2.270	 2.768	 3.915	 3.243	 0.475	 0.938	 0.973	 1.482
W	 6.076	 3.567	 3.567	 3.567	 3.567	 3.567	 3.567	 2.694	 2.625	 0.877	 2.935	 3.147	 3.147	 1.503	 1.387	 1.723	 2.809
E	-6.076	-0.984	-0.984	-0.984	-0.984	-0.984	-0.984	-0.365	-0.335	-0.069	 0.179	 0.282	 0.282	 1.645	 1.653	 1.322	 0.958
NW	  -Inf	 2.128	 2.194	 2.227	 2.184	 2.142	 2.215	 2.614	 2.603	 0.969	 1.615	 3.005	 2.306	 2.243	 2.340	 1.951	 2.361
NE	  -Inf	 2.818	 2.829	 2.840	 2.896	 2.896	 2.963	 3.640	 3.640	 2.239	 2.772	 3.172	 3.608	 2.627	 2.872	 1.123	 1.827
SE	 1.547	 3.690	 3.791	 3.893	 3.906	 3.909	 3.986	 2.269	 2.259	 1.960	 1.969	 4.001	 3.071	 0.551	 1.195	 0.726	 1.628
SW	 2.473	 3.382	 3.414	 3.435	 3.457	 3.499	 3.754	 3.192	 3.150	 2.123	 3.175	 3.994	 3.364	 0.633	 0.847	 1.035	 1.393
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	72.38	67.88	67.88	60.00	59.88	58.88	56.62	56.62	35.25	34.25	37.50	46.25
lon	-9.00	 7.50	 9.25	27.38	-9.00	 9.12	23.50	27.38	-9.00	-6.25	26.25	43.50
N	 1.09	 2.62	 2.71	 2.95	 1.09	 2.71	 2.76	 2.95	 1.88	 2.21	 2.91	 3.39
S	 2.05	 2.87	 3.17	 3.05	 2.05	 2.58	 3.43	 3.05	 0.67	 1.09	 0.69	 1.44
W	 4.97	 3.41	 3.41	 2.41	 1.04	 2.64	 2.95	 2.95	 1.72	 1.47	 1.75	 1.91
E	-4.09	-0.86	-0.86	-0.39	-0.39	-0.20	 0.27	 0.27	 2.27	 2.34	 1.90	 0.89
NW	 1.61	 2.58	 2.38	 2.41	 1.80	 1.54	 2.43	 2.55	 2.13	 2.07	 2.12	 2.35
NE	 0.92	 2.90	 2.87	 3.32	 2.44	 2.80	 3.29	 3.45	 2.89	 3.05	 0.78	 1.65
SE	 1.49	 2.78	 2.85	 2.72	 1.41	 1.59	 3.32	 3.15	 0.60	 2.04	 0.46	 0.65
SW	 2.65	 3.19	 3.23	 3.60	 1.86	 2.71	 3.60	 3.84	 0.63	 0.86	 0.96	 1.39
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 71.125	 67.875	 67.875	 60.000	 59.875	 58.875	 55.500	 55.500	 35.250	 34.250	 46.250	 36.375
lon	 -9.000	  7.500	  9.250	 28.000	 -9.000	  9.125	 27.000	 27.375	-12.500	 -6.250	 27.250	 42.500
N	  2.096	  2.687	  2.745	  2.942	  2.096	  2.745	  3.000	  2.976	  1.957	  2.177	  2.976	  2.872
S	  1.621	  2.525	  2.293	  3.046	  1.621	  2.293	  2.976	  2.965	  0.637	  0.799	  1.367	  0.915
W	  5.263	  3.536	  3.536	  2.293	  1.361	  2.621	  2.311	  2.311	  1.461	  1.373	  2.060	  1.568
E	 -3.329	 -0.738	 -0.738	 -0.093	 -0.092	  0.045	  0.286	  0.286	  2.085	  1.793	  0.586	  2.186
NW	  2.662	  2.698	  2.663	  2.561	  1.604	  2.439	  2.651	  2.651	  1.908	  1.831	  2.718	  2.723
NE	  1.804	  2.754	  2.840	  2.772	  2.339	  3.058	  2.983	  2.982	  3.004	  2.762	  0.659	  0.970
SE	  1.236	  2.045	  2.131	  2.265	  1.432	  1.481	  2.901	  2.967	  0.764	  2.281	  0.918	  0.699
SW	  2.739	  2.999	  2.817	  3.256	  1.957	  2.599	  3.345	  3.354	  0.794	  0.633	  1.857	  1.336
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 69.000	 67.750	 67.875	 60.000	 59.875	 58.875	 55.500	 55.500	 35.375	 34.250	 36.500	 35.375
lon	 -9.000	  7.500	  9.250	 30.000	 -9.000	  9.125	 27.250	 28.750	-12.500	 -6.250	 27.250	 42.500
N	  1.818	  2.675	  2.756	  2.664	  1.818	  2.745	  2.780	  2.710	  1.714	  1.830	  2.780	  2.907
S	  1.656	  2.108	  2.154	  2.710	  1.656	  2.143	  2.745	  2.710	  0.706	  0.614	  0.764	  0.556
W	  4.524	  4.037	  4.059	  1.969	  1.754	  1.792	  2.147	  2.147	  1.406	  1.191	  1.542	  1.406
E	 -0.776	 -0.214	 -0.277	  0.139	  0.162	  0.314	  0.082	  0.082	  1.917	  1.723	  1.743	  1.917
NW	  2.683	  2.826	  2.739	  2.840	  1.406	  2.428	  2.805	  2.894	  1.801	  1.710	  2.399	  2.805
NE	  1.292	  2.675	  2.794	  2.893	  2.172	  2.840	  2.928	  2.664	  2.785	  2.646	  0.843	  1.400
SE	  1.555	  1.734	  1.719	  2.328	  1.140	  1.471	  2.431	  2.737	  0.799	  1.278	  0.506	  0.785
SW	  2.446	  2.547	  2.277	  3.078	  1.255	  2.012	  3.120	  3.133	  0.776	  0.794	  0.848	  0.920
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
lat	 66.625	 65.625	 60.000	 60.000	 56.625	 57.875	 56.625	 55.500	 36.375	 36.250	 36.500	 46.250	 35.250
lon	 -9.000	  4.875	 27.250	 32.000	 -9.000	  9.125	 27.250	 30.625	-13.750	-13.750	 -8.875	 27.250	 42.500
N	  1.100	  2.421	  2.525	  2.571	  1.100	  2.641	  2.525	  2.525	  1.772	  1.772	  2.154	  2.525	  2.907
S	  1.135	  2.652	  2.270	  2.675	  1.135	  2.339	  2.270	  2.583	  0.799	  0.799	  0.788	  1.343	  0.347
W	  3.678	  3.929	  2.525	  2.525	  1.326	  2.396	  2.042	  1.881	  1.640	  1.623	  1.642	  1.625	  1.546
E	  0.029	  0.253	  0.834	  0.834	  0.505	  0.849	  0.505	  0.266	  1.884	  1.867	  1.887	  0.301	  1.631
NW	  1.544	  3.114	  2.883	  2.794	  1.903	  2.914	  2.872	  2.839	  2.007	  1.981	  1.949	  2.895	  2.750
NE	  1.135	  2.481	  2.672	  2.724	  2.182	  2.474	  2.727	  1.143	  2.539	  2.529	  2.423	  1.592	  2.078
SE	  2.101	  1.578	  2.792	  2.662	  1.256	  1.773	  2.391	  2.595	  1.163	  1.163	  1.657	  0.924	  0.624
SW	  1.808	  2.030	  2.341	  2.602	  0.972	  2.624	  2.553	  2.656	  1.139	  1.120	  0.107	  1.781	  0.755
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
lat	 62.25	 66.75	 60.00	 60.00	 52.12	 57.75	 57.75	 55.50	 55.50	 36.50	 37.62	 36.50	 34.25
lon	 -9.00	  9.12	 27.25	 32.00	 -9.00	  9.12	 27.25	 32.38	 32.50	-15.00	 -8.88	 27.25	 43.75
N	  0.46	  2.50	  2.28	  2.34	  1.03	  2.50	  2.28	  2.35	  2.35	  1.93	  1.75	  2.28	  2.58
S	  0.96	  2.68	  2.27	  2.48	  0.96	  2.68	  2.27	  2.51	  2.52	  1.20	  0.97	  0.64	  0.38
W	  3.03	  3.58	  2.78	  2.78	  1.11	  2.58	  2.58	  2.21	  2.21	  1.79	  1.77	  1.79	  1.16
E	  1.27	  0.65	  1.20	  1.20	  0.62	  1.17	  1.17	  0.67	  0.67	  1.08	  1.36	  1.08	  0.99
NW	  1.56	  2.77	  2.62	  2.35	  1.49	  2.86	  2.71	  2.59	  2.59	  2.28	  2.01	  2.73	  2.72
NE	  1.02	  2.24	  2.37	  2.50	  2.14	  2.15	  2.44	  1.09	  1.09	  2.13	  2.17	  0.98	  1.38
SE	  1.75	  1.62	  2.50	  2.87	  0.98	  1.89	  2.23	  2.55	  2.54	  1.39	  1.60	  0.65	  0.40
SW	  1.45	  1.63	  1.90	  2.19	  0.93	  2.42	  1.99	  2.37	  2.38	  1.59	  0.44	  0.77	  0.57
x
1 day
